"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"356","@ZONEofTECH 1080p 120Hz",FALSE,1115,"ZONEofTECH",2020-02-22 23:12:25,FALSE,"1231334506776363010","1231356096675241984","773218777","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",13,FALSE,FALSE,NA,NA
"357","For anyone wondering, my S20 Ultra battery at 120Hz as been absolutely top notch through heavy use so far. 5 hours… https://t.co/yhwc27Te9s",FALSE,16520,NA,2020-02-22 21:44:04,TRUE,NA,"1231333860664913920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",681,FALSE,FALSE,NA,NA
"358","@Mrwhosetheboss <U+0001F62D>",FALSE,3669,"Mrwhosetheboss",2020-02-22 16:11:32,FALSE,"1231235288946573312","1231250177731768320","3363946175","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",31,FALSE,FALSE,NA,NA
"359","@reneritchie @alexlindsay But also a built-in tracker would be great",FALSE,51,"MKBHD",2020-02-22 12:56:41,FALSE,"1231200383533535233","1231201140613799937","29873662","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"360","@reneritchie @alexlindsay Less bugs <U+0001F601>",FALSE,44,"reneritchie",2020-02-22 12:53:40,FALSE,"1231187034779377665","1231200383533535233","10194392","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"361","@happiestsoull https://t.co/LXZTjo5BRO",FALSE,4009,"sarasspacee",2020-02-22 03:18:37,FALSE,"1231038437572202496","1231055665730379776","949377725348761601","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",40,FALSE,FALSE,NA,NA
"362","S20 Ultra
1X
5X
30X
100X https://t.co/96iyQm1J0C",FALSE,50440,NA,2020-02-22 02:07:39,FALSE,NA,"1231037806270722050",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",3974,FALSE,FALSE,NA,NA
"363","@loyitek Kids these days don't remember real bezels",FALSE,1387,"loyitek",2020-02-21 21:17:09,FALSE,"1230963948859596805","1230964698549542913","1196605616585891840","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",11,FALSE,FALSE,NA,NA
"364","@Blvckhvnder 4PM with 60% so pretty damn good at 120Hz",FALSE,856,"Wizzyshot",2020-02-21 21:15:55,FALSE,"1230964232356794371","1230964389706072065","871222150081990656","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",7,FALSE,FALSE,NA,NA
"365","S20 Ultra setup <U+0001F440> https://t.co/hCEXpwafjC",FALSE,19951,NA,2020-02-21 21:07:32,FALSE,NA,"1230962282395525127",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKBHD",712,FALSE,FALSE,NA,NA
"366","@randomfrankp @SuperSaf @Mattel @Hot_Wheels <U+0001F440>",FALSE,340,"randomfrankp",2020-02-21 18:22:01,FALSE,"1230914248932503553","1230920625402806272","30761457","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"367","@ADuvsLife @WVFRM <U+0001F64C><U+0001F3FE>",FALSE,44,"ADuvsLife",2020-02-21 17:05:58,FALSE,"1230901096098471936","1230901489008336897","943978656082350080","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"368","@superscientific Happy Birthday man!",FALSE,140,"superscientific",2020-02-15 01:50:12,FALSE,NA,"1228496699548524544","17698709","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",4,FALSE,FALSE,NA,NA
"369","@reckless Hah as long as email exists I think it'll forever be an interesting question!",FALSE,112,"reckless",2020-02-14 22:44:57,FALSE,"1228449259881746438","1228450080283217921","3496641","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",3,FALSE,FALSE,NA,NA
"370","NEW VIDEO - Talking Tech and 2020 with Bill Gates! https://t.co/SUIHXyPFiw - RT! https://t.co/k9fu6MnJm2",FALSE,14687,NA,2020-02-14 21:32:57,FALSE,NA,"1228431959929442305",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1260,FALSE,FALSE,NA,NA
"371","What if I told you I have a new video uploading right now, but it's not about any of Samsung's phones... it's better.",FALSE,19064,NA,2020-02-14 21:22:57,FALSE,NA,"1228429444215275521",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",354,FALSE,FALSE,NA,NA
"372","Happy 15th Birthday, @YouTube!

Fun fact YouTube started as an online dating site on Valentine's Day before switchi… https://t.co/j74X6s0v2L",FALSE,22865,NA,2020-02-14 17:58:35,TRUE,NA,"1228378013479264258",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1612,FALSE,FALSE,NA,NA
"373","@jarvis It was happening with the receiver until I moved the receiver closer to the mouse",FALSE,140,"jarvis",2020-02-14 17:15:44,FALSE,"1228340060891729920","1228367229177065472","59318218","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"374","@kustoo Something like that!",FALSE,26,"kustoo",2020-02-14 17:14:59,FALSE,"1228365017520771073","1228367041704288256","7098702","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"375","@WhatTheBit I admire your optimism hah",FALSE,142,"WhatTheBit",2020-02-13 23:38:51,FALSE,"1228100537566072842","1228101258570895360","18983688","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKBHD",5,FALSE,FALSE,NA,NA
"376","@ZarifAli9 Go on...",FALSE,654,"ZarifAli9",2020-02-13 23:36:40,FALSE,"1228100614619586561","1228100708181762048","1024297636411654149","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",3,FALSE,FALSE,NA,NA
"377","The Galaxy Z Flip being cheaper than the Galaxy S20 Ultra is still so fascinating for so many reasons.

I’m still g… https://t.co/U3TVUWjjI2",FALSE,15288,NA,2020-02-13 23:34:35,TRUE,NA,"1228100184569040896",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",637,FALSE,FALSE,NA,NA
"378","Shoutout to all the tech savvy teachers! <U+0001F913> https://t.co/R0Wa61qsTF",FALSE,12240,NA,2020-02-13 17:59:55,FALSE,NA,"1228015963938803713",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",314,FALSE,FALSE,NA,NA
"379","@NottKevv @backlon <U+0001F914>",FALSE,57,"NottKevv",2020-02-13 17:39:44,FALSE,"1227996058598305792","1228010884531810304","721991121476268033","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"380","@saswatamcode @yu_angela Can confirm",FALSE,33,"saswatamcode",2020-02-13 17:39:07,FALSE,"1228003954493018112","1228010728306532353","1134765517724512256","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"381","@backlon Damn I was gonna use this title! The Flip Flop. Now I have to go deeper into the pun catalog...",FALSE,928,"backlon",2020-02-13 16:11:49,FALSE,"1227971487296114695","1227988758399569920","1090141","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",15,FALSE,FALSE,NA,NA
"382","@austinnotduncan <U+0001F605>",FALSE,1116,"austinnotduncan",2020-02-13 04:54:17,FALSE,"1227812994748301312","1227818250496434176","59023203","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",5,FALSE,FALSE,NA,NA
"383","@reneritchie Used to use mixed cardio or HIIT but the last software update added ""disc sports"" which is kinda incredible",FALSE,789,"reneritchie",2020-02-13 02:53:33,FALSE,"1227786714070032385","1227787868367552512","10194392","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",7,FALSE,FALSE,NA,NA
"384","I close my rings like an obsession. I must be about 50-5 in Apple Watch competitions, BUT... every day is limited t… https://t.co/nVIkkAvRvs",FALSE,14329,NA,2020-02-13 02:22:37,TRUE,NA,"1227780082388701185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKBHD",369,FALSE,FALSE,NA,NA
"385","@akravats94 @AndyManganelli Good lord",FALSE,85,"akravats94",2020-02-13 00:05:56,FALSE,"1227743373018222598","1227745685484605440","2652703920","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",2,FALSE,FALSE,NA,NA
"386","@necrosystems YUP",FALSE,1616,"necrosystems",2020-02-12 19:04:05,FALSE,"1227669208382623745","1227669721643765762","3514054757","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",7,FALSE,FALSE,NA,NA
"387","@austinnotduncan @theMrMobile “The new Samsung vertical flippy one”",FALSE,1179,"austinnotduncan",2020-02-12 18:50:58,FALSE,"1227665547740905472","1227666423616393222","59023203","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",16,FALSE,FALSE,NA,NA
"388","Welp. MWC completely canceled this year. https://t.co/SKGUKa3yq3",FALSE,6383,NA,2020-02-12 18:41:45,FALSE,NA,"1227664102769623040",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",586,FALSE,FALSE,NA,NA
"389","@Dave2D I...... I respect that",FALSE,5238,"Dave2D",2020-02-12 17:59:47,FALSE,"1227652046054141952","1227653540035743744","745426627","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",40,FALSE,FALSE,NA,NA
"390","@SuperSaf I have a theory about that. No channel can have multiple videos on trending at the same time <U+0001F605>",FALSE,1126,"SuperSaf",2020-02-12 15:10:55,FALSE,"1227597047190216705","1227611042743586818","28090436","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",15,FALSE,FALSE,NA,NA
"391","@followingDAM It's my second SSD failure in 6 years",FALSE,21,"followingDAM",2020-02-12 15:09:40,FALSE,"1227604233677082627","1227610730892972039","392289399","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"392","How many new videos dropped in the last 24 hours? THREE BABY

Galaxy S20: https://t.co/6fwF0HKJmy
Galaxy S20 Ultra:… https://t.co/pytxMEXoj6",FALSE,8692,NA,2020-02-12 14:13:31,TRUE,NA,"1227596599259324417",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",362,FALSE,FALSE,NA,NA
"393","NEW VIDEO - Samsung Galaxy Z Flip Impressions: Mixed Feelings! https://t.co/QP4nD5UiZr - RT! https://t.co/1SbLE03PPr",FALSE,8797,NA,2020-02-12 02:37:50,FALSE,NA,"1227421525717897216",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",632,FALSE,FALSE,NA,NA
"394","Uploading...",FALSE,4283,NA,2020-02-12 02:29:54,FALSE,NA,"1227419528138645504",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",67,FALSE,FALSE,NA,NA
"395","@saradietschy @johnhilltube Ayyyy congrats!!",FALSE,1050,"saradietschy",2020-02-12 02:04:37,FALSE,"1227404914428506112","1227413164536418304","258475649","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",9,FALSE,FALSE,NA,NA
"396","@saradietschy <U+0001F62C>",FALSE,243,"saradietschy",2020-02-11 19:53:25,FALSE,"1227319568340803587","1227319748423229441","258475649","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"397","I predict most S20 Ultra buyers will zoom in to 100X once, the day they get the phone, then never again.",FALSE,46142,NA,2020-02-11 19:42:08,FALSE,NA,"1227316911198871558",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",3251,FALSE,FALSE,NA,NA
"398","Galaxy Z Flip starting at $1380. Higher than we thought. Technically lower than the RAZR.",FALSE,10440,NA,2020-02-11 19:10:25,FALSE,NA,"1227308928540827649",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",405,FALSE,FALSE,NA,NA
"399","NEW VIDEO - Samsung Galaxy S20 Ultra Impressions: 108 Megapixels! https://t.co/znyVtz0nfw - RT! https://t.co/BPG9gBrUQy",FALSE,7244,NA,2020-02-11 19:01:48,FALSE,NA,"1227306761968914433",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",974,FALSE,FALSE,NA,NA
"400","NEW VIDEO - Galaxy S20 Impressions: New Year, New Samsung! https://t.co/6fwF0I2kL8 - RT! https://t.co/Zs2E0ltyQ2",FALSE,5386,NA,2020-02-11 19:01:27,FALSE,NA,"1227306673234161665",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",595,FALSE,FALSE,NA,NA
"401","Just sat down. Show starts in 12 minutes. Here’s the Samsung Unpacked 2020 livestream: https://t.co/zXysTeE5dK",FALSE,3956,NA,2020-02-11 18:48:04,FALSE,NA,"1227303304071467008",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",180,FALSE,FALSE,NA,NA
"402","@MrBeastYT don't let your dreams be dreams",FALSE,9955,"MrBeastYT",2020-02-11 16:49:50,FALSE,"1227259783394320384","1227273551033487361","2455740283","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",240,FALSE,FALSE,NA,NA
"403","@k_yong <U+0001F92B>",FALSE,2510,"k_yong",2020-02-11 15:31:28,FALSE,"1227251594577625089","1227253829890015232","107110947","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",14,FALSE,FALSE,NA,NA
"404","You guys. I think Samsung is gonna shock the world and announce a new phone today. Can't be sure yet. But I'll be on site just in case.",FALSE,31889,NA,2020-02-11 15:22:06,FALSE,NA,"1227251470405255170",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",1229,FALSE,FALSE,NA,NA
"405","A super high quality YouTube ASMR channel just for peeling the plastic off new tech products",FALSE,21629,NA,2020-02-11 04:48:43,FALSE,NA,"1227092073347567616",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",764,FALSE,FALSE,NA,NA
"406","@HeyMarkL @BrandonJHavard @tldtoday @stalman https://t.co/P6uGX30VVP",FALSE,44,"HeyMarkL",2020-02-10 22:13:25,FALSE,"1226991908586545152","1226992593365590016","37261200","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"407","@wright96d @stalman @tldtoday Well that I gotta see",FALSE,18,"wright96d",2020-02-10 21:16:25,FALSE,"1226945096547020801","1226978247524655109","155144277","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"408","@dantaitoko Definitely want to give C500 MKII a shot",FALSE,126,"dantaitoko",2020-02-10 21:00:54,FALSE,"1226972652881022976","1226974344183676931","594993253","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"409","@ijustine @Samsung This picture hurts my brain",FALSE,1360,"ijustine",2020-02-10 19:23:45,FALSE,"1226930874391777280","1226949896617504768","7846","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",20,FALSE,FALSE,NA,NA
"410","@manolis4K A lot.",FALSE,630,"manolis4K",2020-02-10 18:49:38,FALSE,"1226940577700290561","1226941309694488585","29291061","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"411","@GavinFree They’ll attempt data recovery for you, but it’s not guaranteed and you’re also without that drive for a while",FALSE,538,"GavinFree",2020-02-10 18:49:27,FALSE,"1226941079796187136","1226941265486413827","57841792","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"412","@tldtoday @stalman Hah alright maybe just one. And we won’t tell people it’s 24fps and see if they notice.",FALSE,717,"tldtoday",2020-02-10 16:16:32,FALSE,"1226901787505917955","1226902782109782016","126124275","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",9,FALSE,FALSE,NA,NA
"413","@tldtoday @stalman Top 5 frame rates I’d use:
30
29.97
29.98
29.99
30.01",FALSE,840,"tldtoday",2020-02-10 16:11:59,FALSE,"1226901258595782657","1226901636162998273","126124275","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",16,FALSE,FALSE,NA,NA
"414","@stalman @tldtoday I should rent an Arri LF just to see what I'm missing out on",FALSE,311,"stalman",2020-02-10 16:05:13,FALSE,"1226899777461219329","1226899932357038081","10307712","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",1,FALSE,FALSE,NA,NA
"415","@reneritchie Or at least redundant recording",FALSE,1156,"reneritchie",2020-02-10 16:01:03,FALSE,"1226898492557316097","1226898885345452032","10194392","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",3,FALSE,FALSE,NA,NA
"416","@tldtoday You could get me on the Alexa train. But sir I am currently driving the 30fps train and not planning on getting off <U+0001F601>",FALSE,958,"tldtoday",2020-02-10 15:58:41,FALSE,"1226898118307762176","1226898290626658304","126124275","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",5,FALSE,FALSE,NA,NA
"417","@SnazzyQ Imagine the online ad campaign you could run with $5 million instead fo a single-day spike?!",FALSE,1669,"SnazzyQ",2020-02-03 01:36:11,FALSE,"1224144254391291904","1224144519597346817","18055351","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",23,FALSE,FALSE,NA,NA
"418","Apparently a 30-second Super Bowl commercial this year is ~$5.6 million

That’s it. That’s the tweet.",FALSE,45468,NA,2020-02-03 01:31:51,FALSE,NA,"1224143427933278209",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",3080,FALSE,FALSE,NA,NA
"419","@dannyjerome64 @pepsi Must... not... retweet... ad...",FALSE,76,"dannyjerome64",2020-02-02 17:43:32,FALSE,"1224020720126255106","1224025573611266048","2996348428","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"420","@andrinnnnn Yes",FALSE,146,"andrinnnnn",2020-02-02 15:30:38,FALSE,"1223978622417080322","1223992127862059009","839243635275124736","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"421","@LilFineSe Next millennium?",FALSE,812,"LilFineSe",2020-02-02 14:57:11,FALSE,"1223983561759477769","1223983710309113858","1006155092297420800","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",4,FALSE,FALSE,NA,NA
"422","I actually found this behind the scenes of Porsche’s Super Bowl Taycan commercial more interesting than the commerc… https://t.co/DRkp5fHnsg",FALSE,12667,NA,2020-02-02 14:36:09,TRUE,NA,"1223978416472559616",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MKBHD",727,FALSE,FALSE,NA,NA
"423","Happy Palindrome Day!

No matter where you're from:

02.02.2020",FALSE,49342,NA,2020-02-02 14:06:37,FALSE,NA,"1223970983717081089",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",7887,FALSE,FALSE,NA,NA
"424","Kobe reminded us it’s cool to work as hard as you can toward something you love.",FALSE,48418,NA,2020-02-01 03:57:13,FALSE,NA,"1223455236460883969",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",5753,FALSE,FALSE,NA,NA
"425","@Mollikye That’s fair, but also consider Teals isn’t anywhere near the first generation of electric cars, where fol… https://t.co/bCA94BLLll",FALSE,11,"Mollikye",2020-02-01 03:50:57,TRUE,"1223452584196952064","1223453657452220430","197819344","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"426","@jareddipane Trove slim wallet that I’ve been using for a while",FALSE,39,"jareddipane",2020-02-01 01:48:22,FALSE,"1223419551926362118","1223422809826910208","1148667253","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"427","@AndyManganelli Well that was incredible",FALSE,355,"AndyManganelli",2020-02-01 00:45:15,FALSE,"1223404710377533441","1223406925351727104","36080540","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",6,FALSE,FALSE,NA,NA
"428","@samsheffer Thank you sir!",FALSE,157,"samsheffer",2020-01-31 21:49:36,FALSE,"1223361612008116228","1223362722634653698","25246881","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",2,FALSE,FALSE,NA,NA
"429","NEW VIDEO - Are we at Peak Smartphone? https://t.co/FJNLJiqzYZ - RT! https://t.co/kKlhoIwV4h",FALSE,5774,NA,2020-01-31 21:36:24,FALSE,NA,"1223359399013560326",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",351,FALSE,FALSE,NA,NA
"430","Uploading…",FALSE,4333,NA,2020-01-31 21:23:30,FALSE,NA,"1223356153314316288",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",75,FALSE,FALSE,NA,NA
"431","So I have a bit of a rant video incoming today…",FALSE,11350,NA,2020-01-31 19:01:20,FALSE,NA,"1223320375603363840",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",184,FALSE,FALSE,NA,NA
"432","@BrandonJHavard I’m gonna need that Amazon affiliates matte black spray paint link",FALSE,458,"BrandonJHavard",2020-01-31 16:18:02,FALSE,"1223279053379117057","1223279278692929537","324745996","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",3,FALSE,FALSE,NA,NA
"433","@BrandonJHavard Sadly a skin makes it slightly too thick for some chip terminals… I briefly considered spraypainting my card.",FALSE,1032,"BrandonJHavard",2020-01-31 16:12:47,FALSE,"1223277651877662721","1223277958305132545","324745996","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",5,FALSE,FALSE,NA,NA
"434","@tcmenting And that’s exactly what I’m doing.",FALSE,1871,"tcmenting",2020-01-31 15:56:11,FALSE,"1223273678382813184","1223273780111384577","64454882","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",4,FALSE,FALSE,NA,NA
"435","@Marks_Tech I go places with older terminals all the time. Also even with the chip terminals, half of the card is b… https://t.co/FkuUbvr3l0",FALSE,669,"Marks_Tech",2020-01-31 15:17:04,TRUE,"1223261838730780672","1223263935463378947","1098810668726317058","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",6,FALSE,FALSE,NA,NA
"436","@ThoraxeMan Still scratches all the time when you insert the chip",FALSE,599,"ThoraxeMan",2020-01-31 15:09:42,FALSE,"1223259884759736320","1223262085393666048","44010389","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",0,FALSE,FALSE,NA,NA
"437","@richtalkskicks Yeah I'm gonna go ahead and do that soon",FALSE,1339,"richtalkskicks",2020-01-31 15:08:59,FALSE,"1223261171806945285","1223261902106656769","4011567734","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",0,FALSE,FALSE,NA,NA
"438","Apple Card, 6 months of swipes later https://t.co/hXhZa8wlol",FALSE,32245,NA,2020-01-31 15:00:04,FALSE,NA,"1223259660981096448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKBHD",1526,FALSE,FALSE,NA,NA
"439","@reneritchie @DetroitBORG It’s unclear from the article but it makes it seem like Apple is fighting it (possibly for the clicks)",FALSE,83,"reneritchie",2020-01-31 14:42:44,FALSE,"1223254698247049217","1223255298439286784","10194392","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKBHD",1,FALSE,FALSE,NA,NA
"440","@DetroitBORG This seems 1000x more likely than Apple changing the port",FALSE,722,"DetroitBORG",2020-01-31 14:34:35,FALSE,"1223252850865770496","1223253245151399936","18657572","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",17,FALSE,FALSE,NA,NA
"441","@pierce I've never once had cables bend perfectly like this.",FALSE,719,"pierce",2020-01-30 20:06:35,FALSE,"1222969089720639488","1222974408895213570","11666332","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",13,FALSE,FALSE,NA,NA
"442","@UrAvgConsumer Pocophone F2",FALSE,1311,"UrAvgConsumer",2020-01-30 15:47:38,FALSE,"1222906349136306176","1222909243587690497","489066301","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",47,FALSE,FALSE,NA,NA
"443","@Greqq_ @reckless With wireless headphones too, whoops <U+0001F602>",FALSE,15,"Greqq_",2020-01-30 03:22:05,FALSE,"1222721408033312769","1222721618507493377","66105584","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"444","@reckless Loved it. I want to put half of what he said on shirts.",FALSE,121,"reckless",2020-01-30 03:14:31,FALSE,"1222718715403304960","1222719713899372545","3496641","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
